Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,Reporting Year
1007189,110011349656.0,Arvah B Hopkins,TALLAHASSEE,FL,32304,1125 GEDDIE ROAD,Leon,30.4522,-84.4,221112.0,"C,D",Power Plants,695817.068,695109.6,322.75,384.718,,,,,,,,,,84708.732,611108.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007311,110056960418.0,Asbury,ASBURY,MO,64832,21133 UPHILL LANE,Jasper,37.3596,-94.5913,221112.0,D,Power Plants,905433.292,898349.0,2590.75,4493.542,,,,,,,,,,,905433.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1007180,110071160856.0,Asheville Steam Electric Plant,ARDEN,NC,28704,200 CP&L DRIVE,Buncombe,35.4714,-82.5431,221112.0,"C,D",Power Plants,1396089.06,1386387.5,3564.25,6137.31,,,,,,,,,,187.9,1395901.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000132,110071161591.0,Astoria Gas Turbine Power,ASTORIA,NY,11105,31 01 20TH AVE,Queens,40.7864,-73.9133,221112.0,"C,D",Power Plants,13800.877,13787.2,6.525,7.152,,,,,,,,,,0.0,13800.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1007053,110002093109.0,Astoria Generating Station,ASTORIA,NY,11105,18-01 20TH AVE,Queens,40.7869,-73.9122,221112.0,"C,D",Power Plants,450696.956,450215.4,214.25,267.306,,,,,,,,,,3736.536,446960.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000101,110071159600.0,Athens Generating Company,ATHENS,NY,12015,9300 U S HIGHWAY 9W,Greene,42.2728,-73.8492,221112.0,D,Power Plants,1131171.008,1130022.4,524.0,624.608,,,,,,,,,,,1131171.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007247,110071159562.0,Attala Generating Plant,SALLIS,MS,39160,2500 ATTALA ROAD 4130,Attala,33.0142,-89.6758,221112.0,"C,D",Power Plants,632807.504,632164.7,293.25,349.554,,,,,,,,,,0.0,632807.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001379,,Audrain Power Plant,VANDALIA,MO,63382,40897 HIGHWAY P,Audrain,39.3092,-91.5369,221112.0,D,Power Plants,11799.408,11787.9,5.25,6.258,,,,,,,,,,,11799.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001397,110024834036.0,Aurora Generating Station,AURORA,IL,60504,2909 NORTH EOLA ROAD,Dupage,41.8151,-88.2265,221112.0,"C,D",Power Plants,357922.072,357558.4,165.8,197.872,,,,,,,,,,533.348,357388.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000843,110071160895.0,Avon Lake Power Plant,AVON LAKE,OH,44012,33570,Lorain,41.5042,-82.05,221112.0,"C,D",Power Plants,437618.512,434191.9,1253.0,2173.612,,,,,,,,,,7309.17,430309.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1002728,110028037363.0,BADGER CREEK LIMITED,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,KERN COUNTY,35.44735,-119.08652,221112.0,D,Power Plants,8544.268,8535.5,4.0,4.768,,,,,,,,,,,8544.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1005395,110045587584.0,BARROW UTILITIES & ELECTRIC,BARROW,AK,99723,1295 AGVIK STREET,NORTH SLOPE BOROUGH,71.292071,-156.77847,221112.0,C,Power Plants,42777.088,42732.7,20.25,24.138,,,,,,,,,,42777.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006384,110040970946.0,BEACON HEATING,DETROIT,MI,48226,541 MADISON STREET,WAYNE COUNTY,42.33811,-83.04382,221330.0,C,Power Plants,204853.328,204641.8,96.5,115.028,,,,,,,,,,204853.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006139,110028037363.0,BEAR MOUNTAIN LIMITED,BAKERSFIELD,CA,93308,34759 LENCIONI AVE,KERN COUNTY,35.44735,-119.08652,221112.0,D,Power Plants,19744.176,19723.9,9.25,11.026,,,,,,,,,,,19744.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1005525,110071160878.0,BELLEFIELD BOILER PLANT,PITTSBURGH,PA,15213,,ALLEGHENY COUNTY,40.442121,-79.949221,221330.0,C,Power Plants,53979.496,53923.6,25.5,30.396,,,,,,,,,,53979.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1005268,110071159792.0,BERNICE LAKE,NIKISKI,AK,99635,55244 CHEVRON REFINERY ROAD,KENAI PENINSULA BOROUGH,60.696944,-151.379166,221112.0,C,Power Plants,18370.08,18350.9,8.75,10.43,,,,,,,,,,18370.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007339,110000398338.0,BP Whiting Business Unit,WHITING,IN,46394,2815 INDIANAPOLIS BLVD,Lake,41.6703,-87.4803,324110.0,"C,D,DD,MM-REF,P,Y","Chemicals,Other,Petroleum Product Suppliers,Power Plants,Refineries",4984461.77,4951941.8,21750.25,10769.72,,,,,,,,,,2398843.638,1314816.428,,,,,,,,,,0.0,,,,,,,,,,,,,,1270801.704,,,,,,,,,,,,N,N,N,2019
1006174,110071161285.0,BUCKSPORT GENERATION LLC,BUCKSPORT,ME,4416,30 Generation Lane,HANCOCK COUNTY,44.576944,-68.805556,221112.0,"C,D,TT","Power Plants,Waste",61792.09,1498.2,60292.4,1.49,,,,,,,,,,307.548,1192.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60291.55,N,N,N,2019
1012447,110002345515.0,Bacliff Generating Station,Bacliff,TX,77518,5501 Highway 146,GALVESTON,29.505222,-94.959361,221112.0,D,Power Plants,113879.976,113763.8,53.0,63.176,,,,,,,,,,,113879.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001409,110071160260.0,Baconton,BACONTON,GA,31716,2237 HATCHER HILL RD,Mitchell,31.3869,-84.0819,221112.0,"C,D",Power Plants,129935.016,129802.4,60.5,72.116,,,,,,,,,,1.2,129933.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001537,110000397730.0,Bailly Generating Station,CHESTERTON,IN,46304,246 BAILLY STATION ROAD,Porter,41.6433,-87.1225,221112.0,"C,D",Power Plants,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1007302,110011697075.0,Baldwin Energy Complex,BALDWIN,IL,62217,10901 BALDWIN RD,Randolph,38.205,-89.855,221112.0,"C,D",Power Plants,6155171.312,6106967.8,17630.5,30573.012,,,,,,,,,,670.74,6154500.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000997,110002043752.0,Barney M. Davis,Corpus Christi,TX,78418,4301 Waldron Road,Nueces,27.6067,-97.3119,221112.0,"C,D",Power Plants,688014.148,687314.9,319.0,380.248,,,,,,,,,,1979.892,686034.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001412,110070054886.0,Barry,BUCKS,AL,36512,15300 Highway 43 North,Mobile,31.0069,-88.0103,221112.0,"C,D,PP","Power Plants,Suppliers of CO2",7569768.072,7531876.9,14158.75,23732.422,,,,,,,,,,11195.608,7558572.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1011063,110015375592.0,Basin Creek Plant,Butte,MT,59701,500 Nils Drive,SILVER BOW COUNTY,45.92942,-112.52462,221112.0,C,Power Plants,76921.26,76841.8,36.25,43.21,,,,,,,,,,76921.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007300,110010131419.0,Bastrop Clean Energy Center,CEDAR CREEK,TX,78612,125 OLD BASTROP ROAD,Bastrop,30.1458,-97.55,221112.0,D,Power Plants,918441.596,917508.9,425.5,507.196,,,,,,,,,,,918441.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007920,110001600232.0,Batavia Energy,Batavia,NY,14020,163 Cedar Street,GENESEE COUNTY,42.9828,-78.1592,221112.0,D,Power Plants,4619.232,4614.3,2.25,2.682,,,,,,,,,,,4619.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1010637,110017413431.0,Batesville Generation Facility,BATESVILLE,MS,38606,200 INDUSTRIAL DRIVE,Panola,34.33639,-89.92906,221112.0,D,Power Plants,1684659.208,1682948.9,780.25,930.058,,,,,,,,,,,1684659.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000699,110000376548.0,Baxter Wilson,VICKSBURG,MS,39180,770 KEMP BOTTOM ROAD,Warren,32.2831,-90.9306,221112.0,"C,D",Power Plants,911186.388,910265.7,419.75,500.938,,,,,,,,,,50349.86,860836.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000978,110000422846.0,Bay Front,ASHLAND,WI,54806,122 N 14TH AVE W,Ashland,46.5869,-90.9017,221112.0,D,Power Plants,20442.542,16347.5,644.5,3450.542,,,,,,,,,290013.4,,20442.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1007242,110000384325.0,Bay Shore,OREGON,OH,43616,4701 BAY SHORE ROAD,Lucas,41.6925,-83.4375,221112.0,"C,D",Power Plants,865564.614,863272.8,677.25,1614.564,,,,,,,,,,1698.222,863866.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000555,110043803685.0,Bayonne Energy Center,Bayonne,NJ,7002,401 Hook Road,Hudson,40.6529,-74.0916,221112.0,D,Power Plants,346792.76,346439.8,160.75,192.21,,,,,,,,,,,346792.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001246,110000317826.0,"Bayonne Plant Holding, LLC",BAYONNE,NJ,7002,10 HOOK ROAD,Hudson,40.6553,-74.1124,221112.0,"C,D",Power Plants,36443.212,36405.4,17.25,20.562,,,,,,,,,,36443.212,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007931,110043802775.0,Bayou Cove Peaking Power Plant,JENNINGS,LA,70546,118 BERGEAUX ROAD,Acadia,30.2825,-92.5994,221112.0,"C,D",Power Plants,62746.268,62682.7,29.0,34.568,,,,,,,,,,484.148,62262.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001172,110000493056.0,Bayside Power Station,TAMPA,FL,33619,3602 PORT SUTTON ROAD,Hillsborough,27.9072,-82.4231,221112.0,D,Power Plants,2999620.77,2996574.39,1389.5,1656.88,,,,,,,,,,,2999620.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000131,110055053347.0,Bayswater Peaking Facility,FAR ROCKAWAY,NY,11691,14-25 BAY 24TH ST,Queens,40.6106,-73.7614,221112.0,D,Power Plants,80217.172,80120.1,40.75,56.322,,,,,,,,,,,80217.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006983,110008972549.0,Baytown Energy Center,BAYTOWN,TX,77523,8605 FM 1405,Chambers,29.7731,-94.9019,221112.0,"C,D",Power Plants,1961566.08,1959574.1,908.75,1083.23,,,,,,,,,,23753.912,1937812.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000550,110040579424.0,Bear Garden Generating Station,New Canton,VA,23123,2608 C.G.Woodson Road,Buckingham,37.6961,-78.2848,221112.0,"C,D",Power Plants,1353404.292,1352020.9,629.75,753.642,,,,,,,,,,694.548,1352709.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000284,110012147747.0,Beatrice,BEATRICE,NE,68310,20261 SW 61ST RD,Gage,40.3286,-96.8067,221112.0,"C,D",Power Plants,310347.6,310032.5,143.75,171.35,,,,,,,,,,30.2,310317.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1002488,110006858604.0,Beaver,CLATSKANIE,OR,97016,80997 KALLUNKI ROAD,COLUMBIA COUNTY,46.172817,-123.17502,221112.0,C,Power Plants,274904.7,274618.5,129.75,156.45,,,,,,,,,,274904.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1012567,,Beaver Dam Energy LLC,Canton,PA,17724,175 Groff Lane,,41.6508891,-76.8028933,221112.0,C,Power Plants,21820.12,21798.2,10.0,11.92,,,,,,,,,,21820.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001187,110000604141.0,Belews Creek,BELEWS CREEK,NC,27052,3195 PINE HALL ROAD,Stokes,36.2811,-80.0603,221112.0,"C,D",Power Plants,6302103.262,6251705.6,18431.5,31966.162,,,,,,,,,,15547.598,6286555.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001011,110071160706.0,Belle River,SAINT CLAIR HAVEN,MI,48054,E CHINA TOWNSHIP,Saint Clair,42.7748,-82.4945,221112.0,"C,D",Power Plants,5753441.978,5709842.4,15964.25,27635.328,,,,,,,,,,2516.136,5750925.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001207,110000310486.0,Bellingham,BELLINGHAM,MA,2019,92 DEPOT ST,Norfolk,42.0925,-71.4833,221112.0,D,Power Plants,25337.4,25310.5,12.0,14.9,,,,,,,,,,,25337.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006864,110024360458.0,Bellingham Power Generation LLC,BELLINGHAM,MA,2019,155 MAPLE ST,Norfolk,42.1113,-71.4529,221112.0,"C,D",Power Plants,690038.944,689338.6,319.5,380.844,,,,,,,,,,607.748,689431.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000244,110013329558.0,Bennett Mountain Power Project,Mountain Home,ID,83647,2750 NE Industrial Way,Elmore,43.147,-115.6671,221112.0,"C,D",Power Plants,185833.96,185644.9,86.25,102.81,,,,,,,,,,296.748,185537.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000742,110071161660.0,Bergen,RIDGEFIELD,NJ,7657,VICTORIA TERRACE,Bergen,40.8375,-74.0244,221112.0,"C,D",Power Plants,1237434.184,1236162.2,576.75,695.234,,,,,,,,,,7088.872,1230345.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001298,110002059361.0,Berkshire Power,AGAWAM,MA,1001,36 MOYLAN LANE,Hampden,42.0476,-72.6478,221112.0,"C,D",Power Plants,147431.904,147282.3,68.25,81.354,,,,,,,,,,70.9,147361.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000777,110071160854.0,Bethlehem Energy Center (Albany),GLENMONT,NY,12077,ROUTE 144 RIVER ROAD,Albany,42.5905,-73.7636,221112.0,"C,D",Power Plants,1702239.692,1700511.3,788.5,939.892,,,,,,,,,,5.9,1702233.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000127,110012565884.0,Bethlehem Power Plant,BETHLEHEM,PA,18015,2254 APPLEBUTTER ROAD,Northampton,40.6175,-75.3147,221112.0,D,Power Plants,2070865.39,2068746.4,962.75,1156.24,,,,,,,,,,,2070865.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001238,110001576376.0,Bethpage Energy Center,HICKSVILLE,NY,11801,939 SOUTH BROADWAY,Nassau,40.7469,-73.4994,221112.0,"C,D",Power Plants,163565.744,163399.7,75.75,90.294,,,,,,,,,,144.9,163420.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001492,110008319505.0,Big Bend,APOLLO BEACH,FL,33572,13031 WYANDOTTE ROAD,Hillsborough,27.7944,-82.4036,221112.0,D,Power Plants,2872447.98,2859042.4,5073.5,8332.08,,,,,,,,,,,2872447.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1007930,110010565067.0,Big Cajun 1,JARREAU,LA,70749,7807 RIVER ROAD   HWY 415,Pointe Coupee,30.6736,-91.3525,221112.0,"C,D",Power Plants,88347.172,88257.3,41.0,48.872,,,,,,,,,,146.8,88200.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001016,110000449792.0,Big Cajun 2,NEW ROADS,LA,70760,10431 CAJUN 2 ROAD   HWY 981,Pointe Coupee,30.7261,-91.3669,221112.0,"C,D",Power Plants,2927334.528,2910254.9,6326.0,10753.628,,,,,,,,,,2318.492,2925016.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001587,110071161618.0,Big Sandy,LOUISA,KY,41230,23000 HWY 23,Lawrence,38.1707,-82.6176,221112.0,"C,D",Power Plants,574459.272,573876.2,266.0,317.072,,,,,,,,,,0.0,574459.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007358,110016707296.0,Big Sandy Peaker Plant,KENOVA,WV,25530,300 BIG SANDY RIVER ROAD,Wayne,38.3441,-82.5938,221112.0,D,Power Plants,144614.512,144467.1,67.25,80.162,,,,,,,,,,,144614.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001027,110070834568.0,Big Stone,BIG STONE CITY,SD,57216,48450 144TH ST,Grant,45.3047,-96.5103,221112.0,"C,D",Power Plants,2834375.408,2812164.4,8124.25,14086.758,,,,,,,,,,673.54,2833701.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000259,110000542743.0,Birchwood Power Facility,KING GEORGE,VA,22485,10900 BIRCHWOOD DRIVE,King George,38.2667,-77.3147,221112.0,"C,D",Power Plants,69984.516,69424.3,205.0,355.216,,,,,,,,,,60754.43,9230.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1013620,110070122610.0,Birdsboro Power Project,Birdsboro,PA,19508,1 Armorcast Rd,BERKS COUNTY,40.26668,-75.7964,221112.0,"C,D",Power Plants,807101.752,806280.3,374.75,446.702,,,,,,,,,,91150.056,715951.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000689,110071161713.0,Black Dog,BURNSVILLE,MN,55337,1400 BLACK DOG ROAD,Dakota,44.8108,-93.2501,221112.0,"C,D",Power Plants,801690.88,800877.1,371.25,442.53,,,,,,,,,,2695.84,798995.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006869,110070081959.0,Black Mountain Facility,LAS VEGAS,NV,89124,,CLARK COUNTY,36.223139,-114.881032,221112.0,C,Power Plants,351027.828,350665.6,165.25,196.978,,,,,,,,,,351027.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000489,110071160722.0,Black Mountain Generating Station,Golden Valley,AZ,86413,6625 S. Yuma Road,Mohave,35.0361,-114.1594,221112.0,D,Power Plants,54357.448,54302.1,25.25,30.098,,,,,,,,,,,54357.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1005822,110054865231.0,Blackhawk Station,BORGER,TX,79007,SPUR 119 N COGEN PLACE,Hutchinson,35.6957,-101.36,221112.0,D,Power Plants,980107.1,979107.0,456.25,543.85,,,,,,,,,,,980107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1006657,110017410425.0,Blackstone Power Generation LLC,BLACKSTONE,MA,1504,204 ELM ST,Worcester,42.0575,-71.5172,221112.0,"C,D",Power Plants,672574.208,671891.4,311.5,371.308,,,,,,,,,,0.5,672573.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000979,110000420152.0,Blount Street,MADISON,WI,53703,717 E MAIN ST,Dane,43.0792,-89.3739,221112.0,"C,D",Power Plants,41277.6,41236.5,18.75,22.35,,,,,,,,,,2217.644,39059.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000424,110009397535.0,Blue Lake Generating Plant,SHAKOPEE,MN,55379,1200 70TH ST,Scott,44.7855,-93.4315,221112.0,"C,D",Power Plants,43321.156,43270.5,21.75,28.906,,,,,,,,,,2606.708,40714.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000141,110031381109.0,Blue Spruce Energy Center,AURORA,CO,80019,1751 N POWHATON RD,Adams,39.7436,-104.68,221112.0,"C,D",Power Plants,309201.102,308886.8,143.25,171.052,,,,,,,,,,56.2,309144.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007421,110041172557.0,Blue Valley,INDEPENDENCE,MO,64056,21500 E TRUMAN RD,Jackson,39.0919,-94.3261,221112.0,"C,D",Power Plants,14642.392,14626.5,7.25,8.642,,,,,,,,,,316.548,14325.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001341,110043808421.0,Bluegrass Generating Station,LA GRANGE,KY,40031,3095 Commerce Parkway,Oldham,38.3902,-85.4133,221112.0,"C,D",Power Plants,88514.724,88425.4,40.75,48.574,,,,,,,,,,144.0,88370.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000463,110071160716.0,Bluffview Power Plant,FARMINGTON,NM,87401,755 MURRAY DRIVE,San Juan,36.7164,-108.2153,221112.0,D,Power Plants,167253.12,167080.5,78.75,93.87,,,,,,,,,,,167253.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001405,110066419209.0,Blythe Energy,BLYTHE,CA,92225,385 N. Buck Blvd.,Riverside,33.6157,-114.6865,221112.0,D,Power Plants,612070.38,611448.4,283.75,338.23,,,,,,,,,,,612070.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1007940,110000488838.0,Boardman,BOARDMAN,OR,97818,73334 TOWER RD,Morrow,45.6933,-119.8056,221112.0,"C,D",Power Plants,2544637.456,2524717.9,7285.25,12634.306,,,,,,,,,,610.19,2544027.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000811,110012143493.0,Bobby C. Smith Jr. Energy Facility,RINCON,GA,31326,3440 MCCALL ROAD,Effingham,32.2792,-81.2842,221112.0,"C,D",Power Plants,850408.6,849545.5,393.75,469.35,,,,,,,,,,201.4,850207.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001149,110015757670.0,Bonanza,VERNAL,UT,84078,12500 EAST 25500 SOUTH,Uintah,40.0864,-109.2844,221112.0,"C,D",Power Plants,3783256.096,3752961.2,11080.75,19214.146,,,,,,,,,,1407.074,3781849.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1008020,110071161021.0,Bosque County Power Plant,Laguna Park,TX,76644,577 Bosque County Road 3610,Bosque,31.8594,-97.3586,221112.0,"C,D",Power Plants,1610358.584,1608723.9,745.75,888.934,,,,,,,,,,1265.996,1609092.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1000687,110071161466.0,Boswell Energy Center,COHASSET,MN,55721,1200 NW 3RD ST,Itasca,47.2603,-93.6531,221112.0,"C,D",Power Plants,5083670.474,5043888.4,14552.5,25229.574,,,,,,,,,,53.3,5083617.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1010860,110070543173.0,Boulder Park Generating Station,Spokane Valley,WA,99027,4424 N. Barker Road,SPOKANE COUNTY,47.696823,-117.154729,221112.0,C,Power Plants,32386.828,32353.4,15.25,18.178,,,,,,,,,,32386.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1001505,110000356356.0,Bowen,CARTERSVILLE,GA,30120,317 COVERED BRIDGE ROAD SW,Bartow,34.1256,-84.9192,221112.0,"C,D",Power Plants,11161953.208,11072639.6,32665.0,56648.608,,,,,,,,,,8221.818,11153731.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1000780,110071160855.0,Bowline Generating Station LLC,WEST HAVERSTRAW,NY,10993,140 SAMSONDALE AVE,Rockland,41.2044,-73.9689,221112.0,"C,D",Power Plants,179977.096,179797.9,81.75,97.446,,,,,,,,,,3710.836,176266.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001041,110000450627.0,Brame Energy Center,LENA,LA,71447,275 RODEMACHER RD,Rapides,31.395,-92.7167,221112.0,D,Power Plants,5409288.85,5389300.6,2890.5,17097.75,,,,,,,,,,,5409288.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1001481,110045626989.0,Brandon Shores LLC,Baltimore,MD,21226,2030 Brandon Shores RD,Anne Arundel,39.1792,-76.5383,221112.0,"C,D",Power Plants,2581355.832,2560545.0,7606.75,13204.082,,,,,,,,,,144.548,2581211.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
